ลำดับ,เพศ,จังหวัดที่อาศัย,โรงเรียน,สำเร็จการศึกษาจาก,จังหวัด,เกรดเฉลี่ยสะสม,รายได้ครอบครัว,หลักสูตรที่เข้าศึกษา,ปัจจัยสถาบันการศึกษา1,ปัจจัยสถาบันการศึกษา2,ปัจจัยสถาบันการศึกษา3,ปัจจัยสถาบันการศึกษา4,ปัจจัยสถาบันการศึกษา5,ปัจจัยสถาบันการศึกษา6,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร1,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร2,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร3,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร4,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร5,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร6,ปัจจัยในการตัดสินใจ1,ปัจจัยในการตัดสินใจ2,ปัจจัยในการตัดสินใจ3,ปัจจัยในการตัดสินใจ4,ปัจจัยด้านเหตุผลส่วนตัว1,ปัจจัยด้านเหตุผลส่วนตัว2,ปัจจัยด้านเหตุผลส่วนตัว3,ปัจจัยด้านเหตุผลส่วนตัว4,ปัจจัยด้านเหตุผลส่วนตัว5,ปัจจัยด้านสื่อและการประชาสัมพันธ์1,ปัจจัยด้านสื่อและการประชาสัมพันธ์2,ปัจจัยด้านสื่อและการประชาสัมพันธ์3,ปัจจัยด้านสื่อและการประชาสัมพันธ์4,ปัจจัยด้านสื่อและการประชาสัมพันธ์5,จัดการเรียนการสอนที่ศูนย์แม่ริม,ความคาดหวังที่นักศึกษาคิดว่าจะได้รับ,ข้อเสนอแนะ
445,ญ,ตาก,มัธยมศึกษาของรัฐ,พบพระวิทยาคม,ตาก,3.49,"ไม่เกิน 10,000",สาธารณสุขชุมชน,4,4,5,1,3,5,5,3,4,4,4,5,4,3,4,4,4,3,3,3,3,3,1,1,1,4,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากหาหอใหม่  พื้นที่ในเมืองสะดวกสบายกว่า,"1. จบออกไปอย่างมีคุณภาพ
2. จบแล้วมีงานทำ",
446,ญ,อุตรดิตถ์,มัธยมศึกษาของรัฐ,บ้านโคกวิทยาคม,อุตรดิตถ์,3.90,"20,001-30,000 ",สาธารณสุขชุมชน,3,4,4,2,3,1,3,3,2,2,4,4,4,1,1,1,1,3,1,1,3,3,1,2,1,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้เรียนและชอบปฏิบัติกิจกรรมที่เกี่ยวข้องกับสาขาวิชาที่เรียน
2. มีค่ายกิจกรรมสานสัมพันธ์",
447,ญ,เชียงใหม่,มัธยมศึกษาของเอกชน,เชียงใหม่มัธยม,เชียงใหม่,3.36,"ไม่เกิน 10,000",สาธารณสุขชุมชน,4,3,4,4,4,5,3,4,3,4,3,4,4,3,3,,3,3,4,4,,4,3,3,,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. จบแล้วมีงานทำ
2. มีเพื่อน
3. มีประสบการณ์",
448,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,วัฒโนทัยพายัพ,เชียงใหม่,2.39,"30,001 ขึ้นไป",สาธารณสุขชุมชน,4,3,5,5,5,1,4,5,5,4,5,5,3,2,5,2,5,5,1,1,5,5,4,5,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ประสบการณ์ในด้านต่างๆ
2. มิตรภาพและสังคมในการเรียนที่ดี
3. จบแล้วมีที่ทำงาน
4. ทักษะต่างๆ ที่สามารถนำไปใช้ได้ในอนาคต",
449,ญ,ตาก,มัธยมศึกษาของรัฐ,สรรพวิทยาคม,ตาก,3.41,"10,001-20,000",สาธารณสุขชุมชน,4,3,5,1,3,2,4,4,4,4,4,5,3,3,3,3,5,1,2,3,3,3,2,3,2,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้เรียนรู้อย่างมีปริทธิภาพ
2. ได้เข้าสังคม
3. ได้มีความสามารถไปประกอบอาชีพ
4. เปลี่ยนตัวเอง",
450,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,สันกำแพง,เชียงใหม่,2.98,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",3,3,5,5,3,4,4,4,3,3,4,4,3,3,1,1,2,1,1,1,3,4,3,4,1,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ความรู้ความสามารถในการเรียนและการศึกษา
2. ทัศนะคติที่ดีต่อมหาวิทยาลัย",ขอใส่ผ้าใบได้ไหม เจ็บเท้ามาก
451,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,ดอยสะเก็ดวิทยาคม,เชียงใหม่,3.38,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,4,5,5,4,5,5,4,4,5,4,5,2,1,5,4,3,1,1,1,4,4,1,1,1,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. อยากจบแบบสมบูรณ์,
452,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,เชียงใหม่มัธยม,เชียงใหม่,2.51,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,4,4,3,3,3,4,3,3,3,3,4,3,3,4,4,1,1,3,4,4,4,5,5,5,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่สะดวก  อยู่ไกลจากตัวเมือง,"1. ได้มีการงานที่ดี
2. ภูมิใจในตัวเอง",
453,ญ,พะเยา,มัธยมศึกษาของรัฐ,เชียงคำวิทยาคม,พะเยา,2.74,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,3,1,3,3,4,4,4,4,4,4,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  ไกลจากตัวเมือง ค่อนข้างเดินทางลำบาก",,
454,ญ,เชียงราย,มัธยมศึกษาของรัฐ,เวียงป่าเป้าวิทยาคม,เชียงราย,3.42,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",3,3,4,1,4,1,5,5,4,4,4,5,3,2,2,1,1,1,3,1,3,5,5,3,3,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ความรู้และประสบการณ์
2. สามารถนำความรู้ไปมช้ในชีวิตประจำวัน
3. มีงานรองรับเมื่อสำเร็จการศึกษา",
455,ช,เชียงใหม่,          อื่นๆ           (โรงเรียนรัฐครึ่งเอกชน),,,,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,4,4,5,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
456,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,จอมทอง,เชียงใหม่,2.54,"10,001-20,000",วิทยาการคอมพิวเตอร์,4,4,4,5,5,4,3,4,4,3,5,5,2,2,1,1,3,1,4,1,4,1,1,1,1,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ให้ความรู้
2. จบการศึกษา",
457,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,แม่วินสามัคคี,เชียงใหม่,,"10,001-20,000",ชีววิทยา,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
458,ญ,แม่ฮ่องสอน,มัธยมศึกษาของรัฐ,เฉลิมรัชวิทยาคม,แม่ฮ่องสอน,3.60,"ไม่เกิน 10,000",สาธารณสุขชุมชน,4,4,5,5,5,5,4,4,4,4,5,4,4,4,4,1,3,3,4,3,4,5,5,5,5,5,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  อยากให้มีรถที่สามารถเดินทางปังในเมืองได้สะดวกและอยากให้ที่ศูนย์แม่ริมมีสิ่งอำนวยความสะดวกที่ครบ","1. ไดัรับความรู้ในสาขาวิชาได้อย่างเต็มที่
2. ได้ฝึกประสบการณ์ในสาขาวิชาได้อย่างเต็มที่
3. เป็น 4 ปี ที่มีความสุข",
459,ญ,แม่ฮ่องสอน,มัธยมศึกษาของรัฐ,ราชประชานุเคราะห์ 22,แม่ฮ่องสอน,2.96,"10,001-20,000",สาธารณสุขชุมชน,5,4,3,4,4,5,5,5,4,4,5,5,5,1,5,5,5,5,4,4,5,4,5,5,5,5,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  มันไกลจากที่พักมาก
ข้อเสนอแนะ  เสนอว่าไม่อยากให้ไปที่แม่ริมเพราะมันไกลจากที่อยู่มาก","1. จะได้รับความรู้ไม่มากก็น้อยกับทางมหาวิทยาลัย
2. ตัวเองจะได้ทำกิจกรรมที่ทางมหาวิทยาลัยจัด
",
460,ญ,เชียงราย,มัธยมศึกษาของรัฐ,ห้วยสักวิทยาคม,เชียงราย,3.94,"30,001 ขึ้นไป",สาธารณสุขชุมชน,4,3,5,3,4,5,5,4,3,5,5,5,3,4,3,4,3,1,1,4,5,5,5,5,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับความรู้เต็มที่ ครบถ้วนตามหลักสูตร
2. มีประสบการณ์ในการทำงานและใช้ชีวิต",
461,ญ,เพชรบูรณ์,มัธยมศึกษาของรัฐ,เพชรพิทยาคม,เพชรบูรณ์,3.35,"10,001-20,000",สาธารณสุขชุมชน,4,4,5,1,5,5,5,5,3,5,5,5,3,4,5,5,3,1,1,1,4,4,1,3,1,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีหน้าที่การทำงานที่ดี
2. มีสังคมที่ดี
3. มีเพื่อนเยอะๆ",
462,ญ,แพร่,มัธยมศึกษาของรัฐ,เมืองเชลียง,สุโขทัย,3.15,"10,001-20,000",สาธารณสุขชุมชน,4,4,5,3,4,4,4,4,5,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้เจอเพื่อนและสังคมที่ดี
2. มีความรู้",
463,ช,เชียงใหม่,มัธยมศึกษาของเอกชน,สันติวิทยา,เชียงราย,2.64,"30,001 ขึ้นไป",ออกแบบผลิตภัณฑ์,3,4,4,4,3,5,4,3,4,4,5,5,3,3,3,1,4,1,2,5,5,3,3,3,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีอาชีพที่มั่นคง
2. ทำให้มีความสามารถ
3. เป็นที่ยอมรับในสังคม",
464,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,นวมินทราชูทิศพายัพ,เชียงใหม่,3.27,"10,001-20,000",คณิตศาสตร์,3,3,5,4,4,5,5,4,3,4,4,3,3,3,4,4,5,4,4,3,4,4,4,3,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีงานทำที่ดี
2. ได้รับความรู้มากมาย
3. ได้ปฏิบัติจริงและสามรถนำไปใช้ในชีวิตประจำวัน",
465,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,ฮอดพิทยาคม,เชียงใหม่,2.91,"ไม่เกิน 10,000",คณิตศาสตร์,3,3,4,4,3,4,4,3,4,3,4,4,3,3,3,2,2,1,1,1,3,3,2,3,2,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้ความรู้จากวิชาสาขาเพื่อนำไปใช้
",
466,ช,ตาก,มัธยมศึกษาของรัฐ,,,2.30,"10,001-20,000",คณิตศาสตร์,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,4,1,2,4,5,5,5,5,5,5,,"1. ความรู้
2. ความภูมิใจ",
467,ญ,ลำปาง,มัธยมศึกษาของรัฐ,เถินวิทยา,ลำปาง,2.67,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากย้ายหอ ห้องอยู่ชั้น 4 ของเยอะเกิน,"1. ได้เกรดที่ดี A
2. ความเป็นคนดี
",
468,ญ,ลำพูน,มัธยมศึกษาของรัฐ,,,2.82,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,5,5,3,4,4,4,5,5,5,5,5,4,4,4,4,2,1,3,3,4,4,4,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. อยากจบเรียนสูง
2. อยากสำเร็จการศึกษา
3. ไอยากให้พ่อแม่ภูมิใจ",
